unique_id,stability,lumpiness,hurst,flat_spots,entropy,crossing_points
0.0,0.0,0.0,,55,-0.0,0
1.0,0.026442307692307696,0.07932692307692309,,23,0.904583552898874,6
2.0,0.0,0.0,,55,-0.0,0
3.0,0.0,0.0,,55,-0.0,0
4.0,0.0,0.0,,55,-0.0,0
5.0,0.0,0.0,,55,-0.0,0
6.0,0.0,0.0,,55,-0.0,0
7.0,0.0,0.0,,55,-0.0,0
8.0,0.0,0.0,,55,-0.0,0
9.0,0.0,0.0,,55,-0.0,0
10.0,0.0,0.0,,55,-0.0,0
11.0,0.0,0.0,,55,-0.0,0
12.0,0.004807692307692309,0.004807692307692309,,31,0.9890860107595971,2
13.0,0.014423076923076922,0.014423076923076922,,16,0.8600115965915851,8
14.0,0.026442307692307696,0.017361111111111112,,15,0.8727530840501619,8
15.0,0.0,0.0,,55,-0.0,0
16.0,0.0,0.0,,55,-0.0,0
17.0,0.0,0.0,,55,-0.0,0
18.0,0.0,0.0,,55,-0.0,0
19.0,0.0,0.0,,55,-0.0,0
20.0,0.0,0.0,,55,-0.0,0
21.0,0.0,0.0,,55,-0.0,0
22.0,0.0,0.0,,55,-0.0,0
23.0,0.0,0.0,,55,-0.0,0
24.0,0.0,0.0,,55,-0.0,0
25.0,0.0,0.0,,55,-0.0,0
26.0,0.0,0.0,,55,-0.0,0
27.0,0.0,0.0,,55,-0.0,0
28.0,0.0,0.0,,55,-0.0,0
29.0,0.0,0.0,,55,-0.0,0
30.0,0.0,0.0,,55,-0.0,0
31.0,0.0,0.0,,55,-0.0,0
32.0,0.0,0.0,,55,-0.0,0
33.0,0.0,0.0,,55,-0.0,0
34.0,0.0,0.0,,55,-0.0,0
35.0,0.0,0.0,,55,-0.0,0
36.0,0.0,0.0,,55,-0.0,0
37.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
38.0,0.0,0.0,,55,-0.0,0
39.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
40.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
41.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
42.0,0.0,0.0,,55,-0.0,0
43.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
44.0,0.0,0.0,,55,-0.0,0
45.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
46.0,0.0,0.0,,55,-0.0,0
47.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
48.0,0.0,0.0,,55,-0.0,0
49.0,0.0,0.0,,55,-0.0,0
50.0,0.0,0.0,,55,-0.0,0
51.0,0.019230769230769235,0.07692307692307694,,33,0.9890860107595969,2
