unique_id,stability,lumpiness,hurst,flat_spots,entropy,crossing_points
0.0,0.0,0.0,,55,-0.0,0
1.0,0.0,0.0,,55,-0.0,0
2.0,0.004807692307692309,0.004807692307692309,,50,0.9890860107595972,2
3.0,0.0,0.0,,55,-0.0,0
4.0,0.0,0.0,,55,-0.0,0
5.0,0.0,0.0,,55,-0.0,0
6.0,0.0,0.0,,55,-0.0,0
7.0,0.0,0.0,,55,-0.0,0
8.0,0.0,0.0,,55,-0.0,0
9.0,0.0,0.0,,55,-0.0,0
10.0,0.035256410256410256,0.08119658119658119,0.6412986481756616,45,0.91242457505907,3
11.0,0.0,0.0,,55,-0.0,0
12.0,0.0,0.0,,55,-0.0,0
13.0,0.02483974358974358,0.07932692307692309,,25,0.912260480626093,4
14.0,0.0,0.0,,55,-0.0,0
15.0,0.0,0.0,,55,-0.0,0
16.0,0.0,0.0,,55,-0.0,0
17.0,0.022435897435897426,0.078525641025641,,30,0.9357043997488785,2
18.0,0.02483974358974358,0.015224358974358976,0.6350919598856253,26,0.8600115965915854,6
19.0,0.0,0.0,,55,-0.0,0
20.0,0.0,0.0,,55,-0.0,0
21.0,0.0,0.0,,55,-0.0,0
22.0,0.0,0.0,,55,-0.0,0
23.0,0.0,0.0,,55,-0.0,0
24.0,0.0,0.0,,55,-0.0,0
25.0,0.0,0.0,,55,-0.0,0
26.0,0.0,0.0,,55,-0.0,0
27.0,0.0,0.0,,55,-0.0,0
28.0,0.0,0.0,,55,-0.0,0
29.0,0.03525641025641025,0.141025641025641,,32,0.896189741470593,4
30.0,0.0,0.0,,55,-0.0,0
31.0,0.0,0.0,,55,-0.0,0
32.0,0.0,0.0,,55,-0.0,0
33.0,0.0,0.0,,55,-0.0,0
34.0,0.0,0.0,,55,-0.0,0
35.0,0.0,0.0,,55,-0.0,0
36.0,0.0,0.0,,55,-0.0,0
37.0,0.0,0.0,,55,-0.0,0
38.0,0.0,0.0,,55,-0.0,0
39.0,0.0,0.0,,55,-0.0,0
40.0,0.0,0.0,,55,-0.0,0
41.0,0.0,0.0,,55,-0.0,0
42.0,0.0,0.0,,55,-0.0,0
43.0,0.0,0.0,,55,-0.0,0
44.0,0.0,0.0,,55,-0.0,0
45.0,0.0,0.0,,55,-0.0,0
46.0,0.0,0.0,,55,-0.0,0
47.0,0.0,0.0,,55,-0.0,0
48.0,0.0,0.0,,55,-0.0,0
49.0,0.0,0.0,,55,-0.0,0
50.0,0.0,0.0,,55,-0.0,0
51.0,0.0,0.0,,55,-0.0,0
52.0,0.0,0.0,,55,-0.0,0
53.0,0.0,0.0,,55,-0.0,0
54.0,0.0,0.0,,55,-0.0,0
55.0,0.0,0.0,,55,-0.0,0
56.0,0.0,0.0,,55,-0.0,0
57.0,0.0,0.0,,55,-0.0,0
58.0,0.0,0.0,,55,-0.0,0
59.0,0.0,0.0,,55,-0.0,0
60.0,0.0,0.0,,55,-0.0,0
61.0,0.0,0.0,,55,-0.0,0
62.0,0.0,0.0,,55,-0.0,0
63.0,0.0,0.0,,55,-0.0,0
64.0,0.0,0.0,,55,-0.0,0
65.0,0.0,0.0,,55,-0.0,0
66.0,0.0,0.0,,55,-0.0,0
67.0,0.0,0.0,,55,-0.0,0
68.0,0.0,0.0,,55,-0.0,0
69.0,0.0,0.0,,55,-0.0,0
70.0,0.0,0.0,,55,-0.0,0
71.0,0.0,0.0,,55,-0.0,0
72.0,0.0,0.0,,55,-0.0,0
73.0,0.0,0.0,,55,-0.0,0
74.0,0.0,0.0,,55,-0.0,0
75.0,0.0,0.0,,55,-0.0,0
76.0,0.0,0.0,,55,-0.0,0
77.0,0.0,0.0,,55,-0.0,0
78.0,0.0,0.0,,55,-0.0,0
79.0,0.0,0.0,,55,-0.0,0
80.0,0.0,0.0,,55,-0.0,0
81.0,0.0,0.0,,55,-0.0,0
82.0,0.0,0.0,,55,-0.0,0
83.0,0.0,0.0,,55,-0.0,0
84.0,0.0,0.0,,55,-0.0,0
85.0,0.0,0.0,,55,-0.0,0
86.0,0.0,0.0,,55,-0.0,0
87.0,0.0,0.0,,55,-0.0,0
88.0,0.0,0.0,,55,-0.0,0
89.0,0.0,0.0,,55,-0.0,0
90.0,0.0,0.0,,55,-0.0,0
91.0,0.11298076923076923,0.17690527065527062,,13,0.8729687081535955,10
92.0,0.2972756410256409,0.01789529914529914,,9,0.7711238963511892,2
93.0,0.08173076923076923,0.021367521367521364,,17,0.8262823132737865,16
94.0,0.0,0.0,,55,-0.0,0
95.0,0.0,0.0,,55,-0.0,0
96.0,0.0,0.0,,55,-0.0,0
97.0,0.10576923076923074,0.09437321937321934,0.6619276109640796,10,0.8665594977295092,15
98.0,0.004807692307692309,0.004807692307692309,,50,0.9890860107595969,2
99.0,0.0,0.0,,55,-0.0,0
100.0,0.12099358974358974,0.10051638176638172,0.5784969969832702,10,0.8520573872237809,17
101.0,0.0,0.0,,55,-0.0,0
102.0,0.0,0.0,,55,-0.0,0
103.0,0.0,0.0,,55,-0.0,0
104.0,0.0,0.0,,55,-0.0,0
105.0,0.0,0.0,,55,-0.0,0
106.0,0.0,0.0,,55,-0.0,0
107.0,0.0,0.0,,55,-0.0,0
108.0,0.0,0.0,,55,-0.0,0
109.0,0.008814102564102562,0.008814102564102562,,26,0.8957674418210272,4
110.0,0.0,0.0,,55,-0.0,0
111.0,0.0,0.0,,55,-0.0,0
112.0,0.0,0.0,,55,-0.0,0
113.0,0.0,0.0,,55,-0.0,0
114.0,0.0,0.0,,55,-0.0,0
115.0,0.0,0.0,,55,-0.0,0
116.0,0.0,0.0,,55,-0.0,0
117.0,0.0,0.0,,55,-0.0,0
118.0,0.0,0.0,,55,-0.0,0
119.0,0.0,0.0,,55,-0.0,0
120.0,0.008814102564102566,0.008814102564102566,,34,0.8961897414705932,0
121.0,0.004807692307692308,0.004807692307692309,,49,0.9890860107595972,0
122.0,0.008814102564102566,0.008814102564102566,,34,0.8961897414705932,0
123.0,0.004807692307692309,0.004807692307692309,,28,0.9890860107595969,2
124.0,0.0,0.0,,55,-0.0,0
125.0,0.0,0.0,,55,-0.0,0
126.0,0.0,0.0,,55,-0.0,0
127.0,0.0,0.0,,55,-0.0,0
128.0,0.0,0.0,,55,-0.0,0
129.0,0.0,0.0,,55,-0.0,0
130.0,0.0,0.0,,55,-0.0,0
131.0,0.0,0.0,,55,-0.0,0
132.0,0.0,0.0,,55,-0.0,0
133.0,0.0,0.0,,55,-0.0,0
134.0,0.0,0.0,,55,-0.0,0
135.0,0.0,0.0,,55,-0.0,0
136.0,0.0,0.0,,55,-0.0,0
137.0,0.0,0.0,,55,-0.0,0
138.0,0.0,0.0,,55,-0.0,0
139.0,0.0,0.0,,55,-0.0,0
140.0,0.0,0.0,,55,-0.0,0
141.0,0.0,0.0,,55,-0.0,0
142.0,0.0,0.0,,55,-0.0,0
143.0,0.0,0.0,,55,-0.0,0
144.0,0.0,0.0,,55,-0.0,0
145.0,0.0,0.0,,55,-0.0,0
146.0,0.0,0.0,,55,-0.0,0
147.0,0.0,0.0,,55,-0.0,0
148.0,0.0,0.0,,55,-0.0,0
149.0,0.0,0.0,,55,-0.0,0
150.0,0.0,0.0,,55,-0.0,0
151.0,0.0,0.0,,55,-0.0,0
152.0,0.0,0.0,,55,-0.0,0
153.0,0.0,0.0,,55,-0.0,0
154.0,0.0,0.0,,55,-0.0,0
155.0,0.0,0.0,,55,-0.0,0
156.0,0.0,0.0,,55,-0.0,0
157.0,0.0,0.0,,55,-0.0,0
158.0,0.06730769230769232,0.2692307692307693,0.6408254495505574,16,0.8706532495762652,14
159.0,0.04807692307692308,0.19230769230769232,,25,0.8917182534089155,6
160.0,0.10576923076923078,0.2777777777777778,0.5624533293935591,25,0.8655425246650368,7
161.0,0.019230769230769235,0.07692307692307694,,42,0.9890860107595972,2
162.0,0.05769230769230769,0.23076923076923075,0.6134447328824637,21,0.9102567572428838,9
163.0,0.03525641025641025,0.141025641025641,,34,0.8924473365118467,6
164.0,0.04807692307692308,0.19230769230769232,,22,0.8971651322193522,8
165.0,0.10576923076923078,0.27777777777777785,0.5900311315021775,24,0.870501361201646,7
166.0,0.0,0.0,,55,-0.0,0
167.0,0.0,0.0,,55,-0.0,0
168.0,0.019230769230769235,0.07692307692307694,,38,0.9890860107595972,2
169.0,0.0,0.0,,55,-0.0,0
170.0,0.047275641025641024,0.18189102564102566,,16,0.8382646784665064,12
171.0,0.0,0.0,,55,-0.0,0
172.0,0.019230769230769235,0.07692307692307694,,40,0.9890860107595969,2
173.0,0.019230769230769235,0.07692307692307694,,40,0.9890860107595969,2
174.0,0.0,0.0,,55,-0.0,0
175.0,0.0,0.0,,55,-0.0,0
176.0,0.0,0.0,,55,-0.0,0
177.0,0.0,0.0,,55,-0.0,0
178.0,0.0,0.0,,55,-0.0,0
179.0,0.07692307692307694,0.1367521367521367,,32,0.8957674418210272,4
180.0,0.0,0.0,,55,-0.0,0
181.0,0.0,0.0,,55,-0.0,0
182.0,0.0,0.0,,55,-0.0,0
183.0,0.04807692307692307,0.1923076923076923,,19,0.8895871629522872,8
184.0,0.0,0.0,,55,-0.0,0
185.0,0.0,0.0,,55,-0.0,0
186.0,0.0,0.0,,55,-0.0,0
187.0,0.0,0.0,,55,-0.0,0
188.0,0.0,0.0,,55,-0.0,0
189.0,0.0,0.0,,55,-0.0,0
190.0,0.019230769230769235,0.07692307692307694,,44,0.9890860107595972,2
191.0,0.019230769230769235,0.07692307692307694,,44,0.9890860107595972,2
192.0,0.019230769230769235,0.07692307692307694,,44,0.9890860107595972,2
193.0,0.019230769230769235,0.07692307692307694,,44,0.9890860107595972,2
194.0,0.0,0.0,,55,-0.0,0
195.0,0.0,0.0,,55,-0.0,0
196.0,0.035256410256410256,0.14102564102564102,,24,0.9004582909015726,4
197.0,0.05769230769230769,0.23076923076923075,0.6226457253944925,26,0.8598978038113222,5
198.0,0.10576923076923078,0.3034188034188034,,12,0.8246118408376456,16
199.0,0.0,0.0,,55,-0.0,0
200.0,0.0,0.0,,55,-0.0,0
201.0,0.0,0.0,,55,-0.0,0
202.0,0.0,0.0,,55,-0.0,0
203.0,0.0,0.0,,55,-0.0,0
204.0,0.0,0.0,,55,-0.0,0
205.0,0.0,0.0,,55,-0.0,0
206.0,0.0,0.0,,55,-0.0,0
207.0,0.0,0.0,,55,-0.0,0
208.0,0.0,0.0,,55,-0.0,0
209.0,0.0,0.0,,55,-0.0,0
210.0,0.0,0.0,,55,-0.0,0
211.0,0.0,0.0,,55,-0.0,0
212.0,0.0,0.0,,55,-0.0,0
213.0,0.0,0.0,,55,-0.0,0
214.0,0.022435897435897426,0.078525641025641,,35,0.9357043997488785,4
215.0,0.0,0.0,,55,-0.0,0
216.0,0.05769230769230769,0.23076923076923075,0.534148284961667,19,0.874426252854961,9
217.0,0.004807692307692309,0.004807692307692309,,37,0.9890860107595971,2
218.0,0.019230769230769235,0.07692307692307694,,38,0.9890860107595972,2
219.0,0.0,0.0,,55,-0.0,0
220.0,0.0,0.0,,55,-0.0,0
221.0,0.0,0.0,,55,-0.0,0
222.0,0.0,0.0,,55,-0.0,0
223.0,0.004807692307692309,0.004807692307692309,,30,0.9890860107595969,2
224.0,0.0,0.0,,55,-0.0,0
225.0,0.0,0.0,,55,-0.0,0
226.0,0.0,0.0,,55,-0.0,0
227.0,0.022435897435897426,0.078525641025641,,32,0.9357043997488785,4
228.0,0.019230769230769235,0.008547008547008544,,49,0.8957674418210272,2
229.0,0.022435897435897426,0.012286324786324786,,31,0.8920741293006518,6
